title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Escherichia coli mediated resistance of Entamoeba histolytica to oxidative stress is triggered by oxaloacetate.,https://doi.org/10.1371/journal.ppat.1007295,30308066,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.27, Weighted sum of stars: 2.0,Very Good,25 Oct 2018,Shaulov Y et al.,New Finding
An HSV-2 Trivalent Vaccine Is Immunogenic in Rhesus Macaques and Highly Efficacious in Guinea Pigs.,https://doi.org/10.1371/journal.ppat.1006141,28103319,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.08, Weighted sum of stars: 1.0,Good,21 Oct 2018,Awasthi S et al.,New Finding
"Bacterial fitness in chronic wounds appears to be mediated by the capacity for high-density growth, not virulence or biofilm functions.",https://doi.org/10.1371/journal.ppat.1007511,30893371,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.84, Weighted sum of stars: 2.0,Very Good,28 Apr 2019,Morgan SJ et al.,New Finding
15-keto-prostaglandin E2 activates host peroxisome proliferator-activated receptor gamma (PPAR-γ) to promote Cryptococcus neoformans growth during infection.,https://doi.org/10.1371/journal.ppat.1007597,30921435,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.27, Weighted sum of stars: 2.0,Very Good,09 Apr 2019,Evans RJ et al.,Good for Teaching
15-keto-prostaglandin E2 activates host peroxisome proliferator-activated receptor gamma (PPAR-γ) to promote Cryptococcus neoformans growth during infection.,https://doi.org/10.1371/journal.ppat.1007597,30921435,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.27, Weighted sum of stars: 2.0,Very Good,09 Apr 2019,Evans RJ et al.,New Finding
Candida albicans ethanol stimulates Pseudomonas aeruginosa WspR-controlled biofilm formation as part of a cyclic relationship involving phenazines.,https://doi.org/10.1371/journal.ppat.1004480,25340349,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.03, Weighted sum of stars: 1.0,Good,11 Jul 2018,Chen AI et al.,New Finding
Biology must develop herd immunity against bad-actor molecules.,https://doi.org/10.1371/journal.ppat.1007038,29953540,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.44, Weighted sum of stars: 2.0,Very Good,05 Jul 2018,"Plemper RK, Cox RM",Good for Teaching
Spatiotemporal dynamics of HSV genome nuclear entry and compaction state transitions using bioorthogonal chemistry and super-resolution microscopy.,https://doi.org/10.1371/journal.ppat.1006721,29121649,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 2.0,Very Good,19 Jun 2018,Sekine E et al.,Confirmation
Spatiotemporal dynamics of HSV genome nuclear entry and compaction state transitions using bioorthogonal chemistry and super-resolution microscopy.,https://doi.org/10.1371/journal.ppat.1006721,29121649,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 2.0,Very Good,19 Jun 2018,Sekine E et al.,Good for Teaching
Spatiotemporal dynamics of HSV genome nuclear entry and compaction state transitions using bioorthogonal chemistry and super-resolution microscopy.,https://doi.org/10.1371/journal.ppat.1006721,29121649,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 2.0,Very Good,19 Jun 2018,Sekine E et al.,Technical Advance
The pUL37 tegument protein guides alpha-herpesvirus retrograde axonal transport to promote neuroinvasion.,https://doi.org/10.1371/journal.ppat.1006741,29216315,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 4.0,Exceptional,10 Jun 2018,Richards AL et al.,Interesting Hypothesis
The pUL37 tegument protein guides alpha-herpesvirus retrograde axonal transport to promote neuroinvasion.,https://doi.org/10.1371/journal.ppat.1006741,29216315,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 4.0,Exceptional,10 Jun 2018,Richards AL et al.,New Finding
The pUL37 tegument protein guides alpha-herpesvirus retrograde axonal transport to promote neuroinvasion.,https://doi.org/10.1371/journal.ppat.1006741,29216315,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 4.0,Exceptional,10 Jun 2018,Richards AL et al.,Technical Advance
Does the common sexually transmitted parasite Trichomonas vaginalis have sex?,https://doi.org/10.1371/journal.ppat.1006831,29518151,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 2.0,Very Good,17 Apr 2018,"Bradic M, Carlton JM",Controversial
IFIT1 Differentially Interferes with Translation and Replication of Alphavirus Genomes and Promotes Induction of Type I Interferon.,https://doi.org/10.1371/journal.ppat.1004863,25927359,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.71, Weighted sum of stars: 2.0,Very Good,06 Mar 2018,Reynaud JM et al.,New Finding
A unique bivalent binding and inhibition mechanism by the yatapoxvirus interleukin 18 binding protein.,https://doi.org/10.1371/journal.ppat.1002876,22927815,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.58, Weighted sum of stars: 1.0,Good,05 Jun 2018,Krumm B et al.,New Finding
Lipid droplet formation in Mycobacterium tuberculosis infected macrophages requires IFN-γ/HIF-1α signaling and supports host defense.,https://doi.org/10.1371/journal.ppat.1006874,29370315,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 4.0,Very Good,26 Feb 2018,Knight M et al.,Controversial
Lipid droplet formation in Mycobacterium tuberculosis infected macrophages requires IFN-γ/HIF-1α signaling and supports host defense.,https://doi.org/10.1371/journal.ppat.1006874,29370315,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 4.0,Very Good,26 Feb 2018,Knight M et al.,Good for Teaching
Lipid droplet formation in Mycobacterium tuberculosis infected macrophages requires IFN-γ/HIF-1α signaling and supports host defense.,https://doi.org/10.1371/journal.ppat.1006874,29370315,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 4.0,Very Good,26 Feb 2018,Knight M et al.,Interesting Hypothesis
Does the common sexually transmitted parasite Trichomonas vaginalis have sex?,https://doi.org/10.1371/journal.ppat.1006831,29518151,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 2.0,Very Good,17 Apr 2018,"Bradic M, Carlton JM",Interesting Hypothesis
E2f/rb family proteins mediate interferon induced repression of adenovirus immediate early transcription to promote persistent viral infection.,https://doi.org/10.1371/journal.ppat.1005415,26809031,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 4.0,Exceptional,05 Apr 2018,Zheng Y et al.,Good for Teaching
E2f/rb family proteins mediate interferon induced repression of adenovirus immediate early transcription to promote persistent viral infection.,https://doi.org/10.1371/journal.ppat.1005415,26809031,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 4.0,Exceptional,05 Apr 2018,Zheng Y et al.,Interesting Hypothesis
Lipid droplet formation in Mycobacterium tuberculosis infected macrophages requires IFN-γ/HIF-1α signaling and supports host defense.,https://doi.org/10.1371/journal.ppat.1006874,29370315,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 4.0,Very Good,26 Feb 2018,Knight M et al.,New Finding
The Cryptococcus neoformans Titan cell is an inducible and regulated morphotype underlying pathogenesis.,https://doi.org/10.1371/journal.ppat.1006978,29775474,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.79, Weighted sum of stars: 2.0,Very Good,29 May 2018,Dambuza IM et al.,Technical Advance
The Hyr1 protein from the fungus Candida albicans is a cross kingdom immunotherapeutic target for Acinetobacter bacterial infection.,https://doi.org/10.1371/journal.ppat.1007056,29746596,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2, Weighted sum of stars: 2.0,Very Good,22 May 2018,Uppuluri P et al.,Confirmation
The Hyr1 protein from the fungus Candida albicans is a cross kingdom immunotherapeutic target for Acinetobacter bacterial infection.,https://doi.org/10.1371/journal.ppat.1007056,29746596,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2, Weighted sum of stars: 2.0,Very Good,22 May 2018,Uppuluri P et al.,Good for Teaching
The Hyr1 protein from the fungus Candida albicans is a cross kingdom immunotherapeutic target for Acinetobacter bacterial infection.,https://doi.org/10.1371/journal.ppat.1007056,29746596,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2, Weighted sum of stars: 2.0,Very Good,22 May 2018,Uppuluri P et al.,Interesting Hypothesis
The Hyr1 protein from the fungus Candida albicans is a cross kingdom immunotherapeutic target for Acinetobacter bacterial infection.,https://doi.org/10.1371/journal.ppat.1007056,29746596,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2, Weighted sum of stars: 2.0,Very Good,22 May 2018,Uppuluri P et al.,New Finding
HIV-1 epitopes presented by MHC class I types associated with superior immune containment of viremia have highly constrained fitness landscapes.,https://doi.org/10.1371/journal.ppat.1006541,28787455,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.3, Weighted sum of stars: 2.0,Very Good,04 Mar 2018,Gorin AM et al.,Interesting Hypothesis
Zika Virus Antagonizes Type I Interferon Responses during Infection of Human Dendritic Cells.,https://doi.org/10.1371/journal.ppat.1006164,28152048,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.89, Weighted sum of stars: 2.0,Very Good,13 Feb 2018,Bowen JR et al.,New Finding
Sequential inflammatory processes define human progression from M. tuberculosis infection to tuberculosis disease.,https://doi.org/10.1371/journal.ppat.1006687,29145483,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.45, Weighted sum of stars: 2.0,Very Good,07 Feb 2018,Scriba TJ et al.,New Finding
E2f/rb family proteins mediate interferon induced repression of adenovirus immediate early transcription to promote persistent viral infection.,https://doi.org/10.1371/journal.ppat.1005415,26809031,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 4.0,Exceptional,05 Apr 2018,Zheng Y et al.,New Finding
Sequential inflammatory processes define human progression from M. tuberculosis infection to tuberculosis disease.,https://doi.org/10.1371/journal.ppat.1006687,29145483,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.45, Weighted sum of stars: 2.0,Very Good,07 Feb 2018,Scriba TJ et al.,Technical Advance
The Hyr1 protein from the fungus Candida albicans is a cross kingdom immunotherapeutic target for Acinetobacter bacterial infection.,https://doi.org/10.1371/journal.ppat.1007056,29746596,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2, Weighted sum of stars: 2.0,Very Good,22 May 2018,Uppuluri P et al.,Technical Advance
Innate activation of human primary epithelial cells broadens the host response to Mycobacterium tuberculosis in the airways.,https://doi.org/10.1371/journal.ppat.1006577,28863187,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 4.0,Exceptional,21 May 2018,Reuschl AK et al.,Good for Teaching
Innate activation of human primary epithelial cells broadens the host response to Mycobacterium tuberculosis in the airways.,https://doi.org/10.1371/journal.ppat.1006577,28863187,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 4.0,Exceptional,21 May 2018,Reuschl AK et al.,Interesting Hypothesis
Innate activation of human primary epithelial cells broadens the host response to Mycobacterium tuberculosis in the airways.,https://doi.org/10.1371/journal.ppat.1006577,28863187,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 4.0,Exceptional,21 May 2018,Reuschl AK et al.,New Finding
The Drosophila CD36 Homologue croquemort Is Required to Maintain Immune and Gut Homeostasis during Development and Aging.,https://doi.org/10.1371/journal.ppat.1005961,27780230,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.69, Weighted sum of stars: 2.0,Very Good,04 Feb 2018,Guillou A et al.,New Finding
Herpes simplex viruses activate phospholipid scramblase to redistribute phosphatidylserines and Akt to the outer leaflet of the plasma membrane and promote viral entry.,https://doi.org/10.1371/journal.ppat.1006766,29293671,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 2.0,Very Good,01 Feb 2018,Cheshenko N et al.,Good for Teaching
Herpes simplex viruses activate phospholipid scramblase to redistribute phosphatidylserines and Akt to the outer leaflet of the plasma membrane and promote viral entry.,https://doi.org/10.1371/journal.ppat.1006766,29293671,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 2.0,Very Good,01 Feb 2018,Cheshenko N et al.,Interesting Hypothesis
IL-17A Promotes Pulmonary B-1a Cell Differentiation via Induction of Blimp-1 Expression during Influenza Virus Infection.,https://doi.org/10.1371/journal.ppat.1005367,26735852,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.07, Weighted sum of stars: 1.0,Good,27 Mar 2018,Wang X et al.,New Finding
Oxidative stress and protein damage responses mediate artemisinin resistance in malaria parasites.,https://doi.org/10.1371/journal.ppat.1006930,29538461,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.31, Weighted sum of stars: 2.0,Very Good,22 Mar 2018,Rocamora F et al.,Good for Teaching
Oxidative stress and protein damage responses mediate artemisinin resistance in malaria parasites.,https://doi.org/10.1371/journal.ppat.1006930,29538461,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.31, Weighted sum of stars: 2.0,Very Good,22 Mar 2018,Rocamora F et al.,Interesting Hypothesis
Innate activation of human primary epithelial cells broadens the host response to Mycobacterium tuberculosis in the airways.,https://doi.org/10.1371/journal.ppat.1006577,28863187,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 4.0,Exceptional,21 May 2018,Reuschl AK et al.,Technical Advance
Oxidative stress and protein damage responses mediate artemisinin resistance in malaria parasites.,https://doi.org/10.1371/journal.ppat.1006930,29538461,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.31, Weighted sum of stars: 2.0,Very Good,22 Mar 2018,Rocamora F et al.,New Finding
The interplay of UV and cutaneous papillomavirus infection in skin cancer development.,https://doi.org/10.1371/journal.ppat.1006723,29190285,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.16, Weighted sum of stars: 4.0,Exceptional,21 Mar 2018,Hasche D et al.,New Finding
Timing of host feeding drives rhythms in parasite replication.,https://doi.org/10.1371/journal.ppat.1006900,29481559,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.75, Weighted sum of stars: 2.0,Very Good,18 Mar 2018,Prior KF et al.,Confirmation
Timing of host feeding drives rhythms in parasite replication.,https://doi.org/10.1371/journal.ppat.1006900,29481559,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.75, Weighted sum of stars: 2.0,Very Good,18 Mar 2018,Prior KF et al.,Good for Teaching
Herpes simplex viruses activate phospholipid scramblase to redistribute phosphatidylserines and Akt to the outer leaflet of the plasma membrane and promote viral entry.,https://doi.org/10.1371/journal.ppat.1006766,29293671,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 2.0,Very Good,01 Feb 2018,Cheshenko N et al.,New Finding
MHC Ib molecule Qa-1 presents Mycobacterium tuberculosis peptide antigens to CD8+ T cells and contributes to protection against infection.,https://doi.org/10.1371/journal.ppat.1006384,28475642,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.48, Weighted sum of stars: 2.0,Very Good,21 May 2018,Bian Y et al.,New Finding
Human dengue virus serotype 2 neutralizing antibodies target two distinct quaternary epitopes.,https://doi.org/10.1371/journal.ppat.1006934,29481552,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 4.0,Very Good,04 Apr 2018,Gallichotte EN et al.,New Finding
Xylose donor transport is critical for fungal virulence.,https://doi.org/10.1371/journal.ppat.1006765,29346417,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.96, Weighted sum of stars: 1.0,Good,29 Jan 2018,Li LX et al.,New Finding
Timing of host feeding drives rhythms in parasite replication.,https://doi.org/10.1371/journal.ppat.1006900,29481559,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.75, Weighted sum of stars: 2.0,Very Good,18 Mar 2018,Prior KF et al.,Interesting Hypothesis
Human dengue virus serotype 2 neutralizing antibodies target two distinct quaternary epitopes.,https://doi.org/10.1371/journal.ppat.1006934,29481552,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 4.0,Very Good,04 Apr 2018,Gallichotte EN et al.,Technical Advance
Human metapneumovirus Induces Reorganization of the Actin Cytoskeleton for Direct Cell-to-Cell Spread.,https://doi.org/10.1371/journal.ppat.1005922,27683250,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.01, Weighted sum of stars: 1.0,Good,24 Jan 2018,El Najjar F et al.,New Finding
An in-depth comparison of latent HIV-1 reactivation in multiple cell model systems and resting CD4+ T cells from aviremic patients.,https://doi.org/10.1371/journal.ppat.1003834,24385908,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.05, Weighted sum of stars: 4.0,Exceptional,01 May 2018,Spina CA et al.,New Finding
Direct and Indirect Targeting of PP2A by Conserved Bacterial Type-III Effector Proteins.,https://doi.org/10.1371/journal.ppat.1005609,27191168,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.72, Weighted sum of stars: 2.0,Very Good,24 Apr 2018,Jin L et al.,Good for Teaching
Direct and Indirect Targeting of PP2A by Conserved Bacterial Type-III Effector Proteins.,https://doi.org/10.1371/journal.ppat.1005609,27191168,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.72, Weighted sum of stars: 2.0,Very Good,24 Apr 2018,Jin L et al.,New Finding
A mouse model of chronic west nile virus disease.,https://doi.org/10.1371/journal.ppat.1005996,27806117,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 1.0,Good,11 Mar 2018,Graham JB et al.,New Finding
The Depsipeptide Romidepsin Reverses HIV-1 Latency In Vivo.,https://doi.org/10.1371/journal.ppat.1005142,26379282,Score 5.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 13.06, Weighted sum of stars: 1.0,Good,22 Jan 2018,Søgaard OS et al.,New Finding
Species-specific functions of Epstein-Barr virus nuclear antigen 2 (EBNA2) reveal dual roles for initiation and maintenance of B cell immortalization.,https://doi.org/10.1371/journal.ppat.1006772,29261800,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.23, Weighted sum of stars: 4.0,Exceptional,04 Jan 2018,"Mühe J, Wang F",Good for Teaching
Species-specific functions of Epstein-Barr virus nuclear antigen 2 (EBNA2) reveal dual roles for initiation and maintenance of B cell immortalization.,https://doi.org/10.1371/journal.ppat.1006772,29261800,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.23, Weighted sum of stars: 4.0,Exceptional,04 Jan 2018,"Mühe J, Wang F",New Finding
Species-specific functions of Epstein-Barr virus nuclear antigen 2 (EBNA2) reveal dual roles for initiation and maintenance of B cell immortalization.,https://doi.org/10.1371/journal.ppat.1006772,29261800,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.23, Weighted sum of stars: 4.0,Exceptional,04 Jan 2018,"Mühe J, Wang F",Technical Advance
Protection of mice deficient in mature B cells from West Nile virus infection by passive and active immunization.,https://doi.org/10.1371/journal.ppat.1006743,29176765,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 1.0,Good,11 Mar 2018,Giordano D et al.,New Finding
TIM3 Mediates T Cell Exhaustion during Mycobacterium tuberculosis Infection.,https://doi.org/10.1371/journal.ppat.1005490,26967901,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.48, Weighted sum of stars: 1.0,Good,07 Mar 2018,Jayaraman P et al.,Controversial
TIM3 Mediates T Cell Exhaustion during Mycobacterium tuberculosis Infection.,https://doi.org/10.1371/journal.ppat.1005490,26967901,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.48, Weighted sum of stars: 1.0,Good,07 Mar 2018,Jayaraman P et al.,New Finding
Characterization of RyDEN (C19orf66) as an Interferon-Stimulated Cellular Inhibitor against Dengue Virus Replication.,https://doi.org/10.1371/journal.ppat.1005357,26735137,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.46, Weighted sum of stars: 2.0,Very Good,06 Mar 2018,Suzuki Y et al.,New Finding
A novel rhabdovirus associated with acute hemorrhagic fever in central Africa.,https://doi.org/10.1371/journal.ppat.1002924,23028323,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.62, Weighted sum of stars: 4.0,Very Good,18 Nov 2012,Grard G et al.,Controversial
A novel rhabdovirus associated with acute hemorrhagic fever in central Africa.,https://doi.org/10.1371/journal.ppat.1002924,23028323,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.62, Weighted sum of stars: 4.0,Very Good,18 Nov 2012,Grard G et al.,New Finding
Enhancing virus-specific immunity in vivo by combining therapeutic vaccination and PD-L1 blockade in chronic hepadnaviral infection.,https://doi.org/10.1371/journal.ppat.1003856,24391505,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.23, Weighted sum of stars: 1.0,Good,20 Aug 2017,Liu J et al.,New Finding
A novel rhabdovirus associated with acute hemorrhagic fever in central Africa.,https://doi.org/10.1371/journal.ppat.1002924,23028323,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.62, Weighted sum of stars: 4.0,Very Good,18 Nov 2012,Grard G et al.,Technical Advance
Host cell-derived lactate functions as an effector molecule in Neisseria meningitidis microcolony dispersal.,https://doi.org/10.1371/journal.ppat.1006251,28384279,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,10 Dec 2017,Sigurlásdóttir S et al.,Interesting Hypothesis
Middle East Respiratory Coronavirus Accessory Protein 4a Inhibits PKR-Mediated Antiviral Stress Responses.,https://doi.org/10.1371/journal.ppat.1005982,27783669,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.98, Weighted sum of stars: 1.0,Good,20 Aug 2017,Rabouw HH et al.,New Finding
The Plasmodium falciparum pseudoprotease SERA5 regulates the kinetics and efficiency of malaria parasite egress from host erythrocytes.,https://doi.org/10.1371/journal.ppat.1006453,28683142,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 2.0,Very Good,15 Aug 2017,Collins CR et al.,Confirmation
The Plasmodium falciparum pseudoprotease SERA5 regulates the kinetics and efficiency of malaria parasite egress from host erythrocytes.,https://doi.org/10.1371/journal.ppat.1006453,28683142,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 2.0,Very Good,15 Aug 2017,Collins CR et al.,Controversial
The Plasmodium falciparum pseudoprotease SERA5 regulates the kinetics and efficiency of malaria parasite egress from host erythrocytes.,https://doi.org/10.1371/journal.ppat.1006453,28683142,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 2.0,Very Good,15 Aug 2017,Collins CR et al.,Good for Teaching
Host cell-derived lactate functions as an effector molecule in Neisseria meningitidis microcolony dispersal.,https://doi.org/10.1371/journal.ppat.1006251,28384279,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,10 Dec 2017,Sigurlásdóttir S et al.,New Finding
Helicobacter pylori modulates host cell responses by CagT4SS-dependent translocation of an intermediate metabolite of LPS inner core heptose biosynthesis.,https://doi.org/10.1371/journal.ppat.1006514,28715499,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.89, Weighted sum of stars: 2.0,Very Good,26 Nov 2017,Stein SC et al.,Good for Teaching
Helicobacter pylori modulates host cell responses by CagT4SS-dependent translocation of an intermediate metabolite of LPS inner core heptose biosynthesis.,https://doi.org/10.1371/journal.ppat.1006514,28715499,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.89, Weighted sum of stars: 2.0,Very Good,26 Nov 2017,Stein SC et al.,New Finding
The Plasmodium falciparum pseudoprotease SERA5 regulates the kinetics and efficiency of malaria parasite egress from host erythrocytes.,https://doi.org/10.1371/journal.ppat.1006453,28683142,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 2.0,Very Good,15 Aug 2017,Collins CR et al.,New Finding
