title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
First diagnosis and management of incontinence in older people with and without dementia in primary care: a cohort study using The Health Improvement Network primary care database.,https://doi.org/10.1371/journal.pmed.1001505,24015113,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.08, Weighted sum of stars: 2.0,Very Good,22 Apr 2014,Grant RL et al.,New Finding
"Biomarker profiling by nuclear magnetic resonance spectroscopy for the prediction of all-cause mortality: an observational study of 17,345 persons.",https://doi.org/10.1371/journal.pmed.1001606,24586121,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.04, Weighted sum of stars: 4.0,Very Good,04 Mar 2014,Fischer K et al.,Good for Teaching
"Biomarker profiling by nuclear magnetic resonance spectroscopy for the prediction of all-cause mortality: an observational study of 17,345 persons.",https://doi.org/10.1371/journal.pmed.1001606,24586121,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.04, Weighted sum of stars: 4.0,Very Good,04 Mar 2014,Fischer K et al.,Interesting Hypothesis
"Biomarker profiling by nuclear magnetic resonance spectroscopy for the prediction of all-cause mortality: an observational study of 17,345 persons.",https://doi.org/10.1371/journal.pmed.1001606,24586121,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.04, Weighted sum of stars: 4.0,Very Good,04 Mar 2014,Fischer K et al.,New Finding
"Developmental profiles of eczema, wheeze, and rhinitis: two population-based birth cohort studies.",https://doi.org/10.1371/journal.pmed.1001748,25335105,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.53, Weighted sum of stars: 2.0,Very Good,10 Nov 2014,Belgrave DC et al.,Refutation
How to make more published research true.,https://doi.org/10.1371/journal.pmed.1001747,25334033,Score 19.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.38, Weighted sum of stars: 4.0,Exceptional,30 Oct 2014,Ioannidis JP,Controversial
How to make more published research true.,https://doi.org/10.1371/journal.pmed.1001747,25334033,Score 19.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.38, Weighted sum of stars: 4.0,Exceptional,30 Oct 2014,Ioannidis JP,Good for Teaching
How to make more published research true.,https://doi.org/10.1371/journal.pmed.1001747,25334033,Score 19.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.38, Weighted sum of stars: 4.0,Exceptional,30 Oct 2014,Ioannidis JP,Interesting Hypothesis
"Biomarker profiling by nuclear magnetic resonance spectroscopy for the prediction of all-cause mortality: an observational study of 17,345 persons.",https://doi.org/10.1371/journal.pmed.1001606,24586121,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.04, Weighted sum of stars: 4.0,Very Good,04 Mar 2014,Fischer K et al.,Technical Advance
When to start antiretroviral therapy in children aged 2-5 years: a collaborative causal modelling analysis of cohort studies from southern Africa.,https://doi.org/10.1371/journal.pmed.1001555,24260029,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.09, Weighted sum of stars: 2.0,Very Good,05 Dec 2013,Schomaker M et al.,Good for Teaching
Targeting asymptomatic malaria infections: active surveillance in control and elimination.,https://doi.org/10.1371/journal.pmed.1001467,23853551,Score 9.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.78, Weighted sum of stars: 2.0,Very Good,20 Oct 2014,Sturrock HJ et al.,Good for Teaching
"Point-of-care testing for infectious diseases: diversity, complexity, and barriers in low- and middle-income countries.",https://doi.org/10.1371/journal.pmed.1001306,22973183,Score 10.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 13.35, Weighted sum of stars: 2.0,Very Good,20 Oct 2014,Pai NP et al.,Good for Teaching
Adherence to antiretroviral prophylaxis for HIV prevention: a substudy cohort within a clinical trial of serodiscordant couples in East Africa.,https://doi.org/10.1371/journal.pmed.1001511,24058300,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.43, Weighted sum of stars: 1.0,Good,03 Nov 2013,Haberer JE et al.,Confirmation
Prophylactic perioperative sodium bicarbonate to prevent acute kidney injury following open heart surgery: a multicenter double-blinded randomized controlled trial.,https://doi.org/10.1371/journal.pmed.1001426,23610561,Score 32.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.15, Weighted sum of stars: 7.0,Very Good,03 Jun 2013,Haase M et al.,Changes Clinical Practice
Monitoring the introduction of pneumococcal conjugate vaccines into West Africa: design and implementation of a population-based surveillance system.,https://doi.org/10.1371/journal.pmed.1001161,22272192,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 2.0,Very Good,25 Mar 2014,Mackenzie GA et al.,Good for Teaching
Cervical screening at age 50-64 years and the risk of cervical cancer at age 65 years and older: population-based case control study.,https://doi.org/10.1371/journal.pmed.1001585,24453946,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.27, Weighted sum of stars: 1.0,Good,20 Feb 2014,Castañón A et al.,Good for Teaching
Prophylactic perioperative sodium bicarbonate to prevent acute kidney injury following open heart surgery: a multicenter double-blinded randomized controlled trial.,https://doi.org/10.1371/journal.pmed.1001426,23610561,Score 32.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.15, Weighted sum of stars: 7.0,Very Good,03 Jun 2013,Haase M et al.,New Finding
Cervical screening at age 50-64 years and the risk of cervical cancer at age 65 years and older: population-based case control study.,https://doi.org/10.1371/journal.pmed.1001585,24453946,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.27, Weighted sum of stars: 1.0,Good,20 Feb 2014,Castañón A et al.,New Finding
Expanding disease definitions in guidelines and expert panel ties to industry: a cross-sectional study of common conditions in the United States.,https://doi.org/10.1371/journal.pmed.1001500,23966841,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.47, Weighted sum of stars: 2.0,Very Good,13 Feb 2014,Moynihan RN et al.,Confirmation
Expanding disease definitions in guidelines and expert panel ties to industry: a cross-sectional study of common conditions in the United States.,https://doi.org/10.1371/journal.pmed.1001500,23966841,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.47, Weighted sum of stars: 2.0,Very Good,13 Feb 2014,Moynihan RN et al.,Controversial
Expanding disease definitions in guidelines and expert panel ties to industry: a cross-sectional study of common conditions in the United States.,https://doi.org/10.1371/journal.pmed.1001500,23966841,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.47, Weighted sum of stars: 2.0,Very Good,13 Feb 2014,Moynihan RN et al.,Good for Teaching
Carriage of Mycoplasma pneumoniae in the upper respiratory tract of symptomatic and asymptomatic children: an observational study.,https://doi.org/10.1371/journal.pmed.1001444,23690754,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.78, Weighted sum of stars: 1.0,Good,20 Aug 2013,Spuesens EB et al.,New Finding
The role of adiposity in cardiometabolic traits: a Mendelian randomization analysis.,https://doi.org/10.1371/journal.pmed.1001474,23824655,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.33, Weighted sum of stars: 1.0,Good,29 Jul 2013,Fall T et al.,Confirmation
Cinacalcet in patients with chronic kidney disease: a cumulative meta-analysis of randomized controlled trials.,https://doi.org/10.1371/journal.pmed.1001436,23637579,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.9, Weighted sum of stars: 2.0,Very Good,19 Jun 2013,Palmer SC et al.,New Finding
Why most published research findings are false.,https://doi.org/10.1371/journal.pmed.0020124,16060722,Score 65.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 103.56, Weighted sum of stars: 13.0,Good,07 Sep 2005,Ioannidis JP,Confirmation
Why most published research findings are false.,https://doi.org/10.1371/journal.pmed.0020124,16060722,Score 65.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 103.56, Weighted sum of stars: 13.0,Good,07 Sep 2005,Ioannidis JP,Controversial
Why most published research findings are false.,https://doi.org/10.1371/journal.pmed.0020124,16060722,Score 65.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 103.56, Weighted sum of stars: 13.0,Good,07 Sep 2005,Ioannidis JP,Good for Teaching
Why most published research findings are false.,https://doi.org/10.1371/journal.pmed.0020124,16060722,Score 65.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 103.56, Weighted sum of stars: 13.0,Good,07 Sep 2005,Ioannidis JP,Interesting Hypothesis
Why most published research findings are false.,https://doi.org/10.1371/journal.pmed.0020124,16060722,Score 65.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 103.56, Weighted sum of stars: 13.0,Good,07 Sep 2005,Ioannidis JP,Technical Advance
"Big food, food systems, and global health.",https://doi.org/10.1371/journal.pmed.1001242,22723746,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.22, Weighted sum of stars: 2.0,Very Good,10 Mar 2013,"Stuckler D, Nestle M",Good for Teaching
Whole genome sequencing versus traditional genotyping for investigation of a Mycobacterium tuberculosis outbreak: a longitudinal molecular epidemiological study.,https://doi.org/10.1371/journal.pmed.1001387,23424287,Score 19.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 13.23, Weighted sum of stars: 4.0,Exceptional,21 Feb 2013,Roetzer A et al.,Good for Teaching
Whole genome sequencing versus traditional genotyping for investigation of a Mycobacterium tuberculosis outbreak: a longitudinal molecular epidemiological study.,https://doi.org/10.1371/journal.pmed.1001387,23424287,Score 19.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 13.23, Weighted sum of stars: 4.0,Exceptional,21 Feb 2013,Roetzer A et al.,Interesting Hypothesis
Whole genome sequencing versus traditional genotyping for investigation of a Mycobacterium tuberculosis outbreak: a longitudinal molecular epidemiological study.,https://doi.org/10.1371/journal.pmed.1001387,23424287,Score 19.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 13.23, Weighted sum of stars: 4.0,Exceptional,21 Feb 2013,Roetzer A et al.,Technical Advance
Metabolic profiling of CSF: evidence that early intervention may impact on disease progression and outcome in schizophrenia.,https://doi.org/10.1371/journal.pmed.0030327,16933966,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.28, Weighted sum of stars: 2.0,Very Good,19 May 2013,Holmes E et al.,New Finding
Comparative performance of private and public healthcare systems in low- and middle-income countries: a systematic review.,https://doi.org/10.1371/journal.pmed.1001244,22723748,Score 5.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 14.09, Weighted sum of stars: 1.0,Good,25 Apr 2013,Basu S et al.,Controversial
Comparative performance of private and public healthcare systems in low- and middle-income countries: a systematic review.,https://doi.org/10.1371/journal.pmed.1001244,22723748,Score 5.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 14.09, Weighted sum of stars: 1.0,Good,25 Apr 2013,Basu S et al.,Good for Teaching
Empirical evidence for the effect of airline travel on inter-regional influenza spread in the United States.,https://doi.org/10.1371/journal.pmed.0030401,16968115,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.78, Weighted sum of stars: 1.0,Good,17 Feb 2013,Brownstein JS et al.,New Finding
Comparative performance of private and public healthcare systems in low- and middle-income countries: a systematic review.,https://doi.org/10.1371/journal.pmed.1001244,22723748,Score 5.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 14.09, Weighted sum of stars: 1.0,Good,25 Apr 2013,Basu S et al.,Refutation
Global estimates of syphilis in pregnancy and associated adverse outcomes: analysis of multinational antenatal surveillance data.,https://doi.org/10.1371/journal.pmed.1001396,23468598,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.57, Weighted sum of stars: 4.0,Very Good,28 Feb 2013,Newman L et al.,Confirmation
Research on implementation of interventions in tuberculosis control in low- and middle-income countries: a systematic review.,https://doi.org/10.1371/journal.pmed.1001358,23271959,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.92, Weighted sum of stars: 1.0,Good,13 Feb 2013,Cobelens F et al.,
Sleep-disordered breathing and mortality: a prospective cohort study.,https://doi.org/10.1371/journal.pmed.1000132,19688045,Score 29.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 30.83, Weighted sum of stars: 6.0,Good,14 Oct 2009,Punjabi NM et al.,Confirmation
Uptake of home-based voluntary HIV testing in sub-Saharan Africa: a systematic review and meta-analysis.,https://doi.org/10.1371/journal.pmed.1001351,23226107,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.13, Weighted sum of stars: 2.0,Very Good,13 Feb 2013,Sabapathy K et al.,
Psychosocial factors that shape patient and carer experiences of dementia diagnosis and treatment: a systematic review of qualitative studies.,https://doi.org/10.1371/journal.pmed.1001331,23118618,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7, Weighted sum of stars: 4.0,Very Good,01 Jan 2013,Bunn F et al.,Good for Teaching
A randomised controlled trial of ion-exchange water softeners for the treatment of eczema in children.,https://doi.org/10.1371/journal.pmed.1000395,21358807,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.89, Weighted sum of stars: 1.0,Good,07 Sep 2011,Thomas KS et al.,New Finding
Geographic distribution of Staphylococcus aureus causing invasive infections in Europe: a molecular-epidemiological analysis.,https://doi.org/10.1371/journal.pmed.1000215,20084094,Score 19.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 13.48, Weighted sum of stars: 4.0,Exceptional,09 Feb 2010,Grundmann H et al.,New Finding
"Multidrug resistant pulmonary tuberculosis treatment regimens and patient outcomes: an individual patient data meta-analysis of 9,153 patients.",https://doi.org/10.1371/journal.pmed.1001300,22952439,Score 37.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.55, Weighted sum of stars: 8.0,Good,21 Oct 2012,Ahuja SD et al.,
"Intravaginal practices, bacterial vaginosis, and HIV infection in women: individual participant data meta-analysis.",https://doi.org/10.1371/journal.pmed.1000416,21358808,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.91, Weighted sum of stars: 1.0,Good,20 Mar 2011,Low N et al.,
Projections of global mortality and burden of disease from 2002 to 2030.,https://doi.org/10.1371/journal.pmed.0030442,17132052,Score 14.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 174.71, Weighted sum of stars: 1.0,Good,18 Nov 2012,"Mathers CD, Loncar D",New Finding
An immune basis for lung parenchymal destruction in chronic obstructive pulmonary disease and emphysema.,https://doi.org/10.1371/journal.pmed.0010008,15526056,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.08, Weighted sum of stars: 1.0,Good,18 Nov 2012,Grumelli S et al.,Interesting Hypothesis
Risk of venous thromboembolism in patients with cancer: a systematic review and meta-analysis.,https://doi.org/10.1371/journal.pmed.1001275,22859911,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.23, Weighted sum of stars: 2.0,Good,16 Oct 2012,Horsted F et al.,New Finding
"Intermittent preventive treatment of malaria provides substantial protection against malaria in children already protected by an insecticide-treated bednet in Burkina Faso: a randomised, double-blind, placebo-controlled trial.",https://doi.org/10.1371/journal.pmed.1000408,21304925,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.47, Weighted sum of stars: 1.0,Good,14 Mar 2011,Konaté AT et al.,
Standardized treatment of active tuberculosis in patients with previous treatment and/or with mono-resistance to isoniazid: a systematic review and meta-analysis.,https://doi.org/10.1371/journal.pmed.1000150,20101802,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.99, Weighted sum of stars: 1.0,Good,01 Dec 2009,Menzies D et al.,Interesting Hypothesis
"Medico-legal findings, legal case progression, and outcomes in South African rape cases: retrospective review.",https://doi.org/10.1371/journal.pmed.1000164,19823567,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 1.0,Good,25 Nov 2009,Jewkes R et al.,New Finding
Schizophrenia and violence: systematic review and meta-analysis.,https://doi.org/10.1371/journal.pmed.1000120,19668362,Score 10.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 19.97, Weighted sum of stars: 2.0,Very Good,26 Oct 2009,Fazel S et al.,Confirmation
Antibiotic selection pressure and macrolide resistance in nasopharyngeal Streptococcus pneumoniae: a cluster-randomized clinical trial.,https://doi.org/10.1371/journal.pmed.1000377,21179434,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 1.0,Good,26 Jan 2011,Skalet AH et al.,
Impact of antiretroviral therapy on incidence of pregnancy among HIV-infected women in Sub-Saharan Africa: a cohort study.,https://doi.org/10.1371/journal.pmed.1000229,20161723,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.1, Weighted sum of stars: 2.0,Good,08 Apr 2010,Myer L et al.,Confirmation
Schizophrenia and violence: systematic review and meta-analysis.,https://doi.org/10.1371/journal.pmed.1000120,19668362,Score 10.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 19.97, Weighted sum of stars: 2.0,Very Good,26 Oct 2009,Fazel S et al.,New Finding
Impact of antiretroviral therapy on incidence of pregnancy among HIV-infected women in Sub-Saharan Africa: a cohort study.,https://doi.org/10.1371/journal.pmed.1000229,20161723,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.1, Weighted sum of stars: 2.0,Good,08 Apr 2010,Myer L et al.,New Finding
Drivers of inequality in Millennium Development Goal progress: a statistical analysis.,https://doi.org/10.1371/journal.pmed.1000241,20209000,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.82, Weighted sum of stars: 2.0,Very Good,29 Mar 2010,Stuckler D et al.,New Finding
Spatial and temporal clustering of dengue virus transmission in Thai villages.,https://doi.org/10.1371/journal.pmed.0050205,18986209,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.14, Weighted sum of stars: 1.0,Good,19 May 2009,Mammen MP et al.,New Finding
Cholinesterase inhibitors and hospitalization for bradycardia: a population-based study.,https://doi.org/10.1371/journal.pmed.1000157,19787032,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.67, Weighted sum of stars: 1.0,Good,19 Oct 2009,Park-Wyllie LY et al.,Confirmation
Unrecognized non-Q-wave myocardial infarction: prevalence and prognostic significance in patients with suspected coronary disease.,https://doi.org/10.1371/journal.pmed.1000057,19381280,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.42, Weighted sum of stars: 3.0,Very Good,04 May 2009,Kim HW et al.,Confirmation
Drivers of inequality in Millennium Development Goal progress: a statistical analysis.,https://doi.org/10.1371/journal.pmed.1000241,20209000,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.82, Weighted sum of stars: 2.0,Very Good,29 Mar 2010,Stuckler D et al.,Technical Advance
"""Working the system""--British American tobacco's influence on the European union treaty and its implications for policy: an analysis of internal tobacco industry documents.",https://doi.org/10.1371/journal.pmed.1000202,20084098,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.61, Weighted sum of stars: 1.0,Good,18 Mar 2010,Smith KE et al.,Confirmation
"""Working the system""--British American tobacco's influence on the European union treaty and its implications for policy: an analysis of internal tobacco industry documents.",https://doi.org/10.1371/journal.pmed.1000202,20084098,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.61, Weighted sum of stars: 1.0,Good,18 Mar 2010,Smith KE et al.,Controversial
Unrecognized non-Q-wave myocardial infarction: prevalence and prognostic significance in patients with suspected coronary disease.,https://doi.org/10.1371/journal.pmed.1000057,19381280,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.42, Weighted sum of stars: 3.0,Very Good,04 May 2009,Kim HW et al.,New Finding
Functional substitution by TAT-utrophin in dystrophin-deficient mice.,https://doi.org/10.1371/journal.pmed.1000083,19478831,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.71, Weighted sum of stars: 1.0,Good,08 Jul 2009,Sonnemann KJ et al.,New Finding
Furious rabies after an atypical exposure.,https://doi.org/10.1371/journal.pmed.1000044,19296718,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 1.0,Good,06 May 2009,Wertheim HF et al.,Confirmation
Advanced paternal age is associated with impaired neurocognitive outcomes during infancy and childhood.,https://doi.org/10.1371/journal.pmed.1000040,19278291,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.6, Weighted sum of stars: 1.0,Good,30 Apr 2009,Saha S et al.,New Finding
The global research neglect of unassisted smoking cessation: causes and consequences.,https://doi.org/10.1371/journal.pmed.1000216,20161722,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.96, Weighted sum of stars: 2.0,Very Good,18 Mar 2010,"Chapman S, MacKenzie R",New Finding
Preconceptional folate supplementation and the risk of spontaneous preterm birth: a cohort study.,https://doi.org/10.1371/journal.pmed.1000061,19434228,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.55, Weighted sum of stars: 1.0,Good,03 Mar 2010,Bukowski R et al.,Interesting Hypothesis
Functional substitution by TAT-utrophin in dystrophin-deficient mice.,https://doi.org/10.1371/journal.pmed.1000083,19478831,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.71, Weighted sum of stars: 1.0,Good,08 Jul 2009,Sonnemann KJ et al.,Technical Advance
Hedging against antiviral resistance during the next influenza pandemic using small stockpiles of an alternative chemotherapy.,https://doi.org/10.1371/journal.pmed.1000085,19440354,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.51, Weighted sum of stars: 4.0,Exceptional,30 Apr 2009,Wu JT et al.,New Finding
Gene-environment interaction in the onset of eczema in infancy: filaggrin loss-of-function mutations enhanced by neonatal cat exposure.,https://doi.org/10.1371/journal.pmed.0050131,18578563,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.55, Weighted sum of stars: 5.0,Good,08 Jul 2008,Bisgaard H et al.,Controversial
Gene-environment interaction in the onset of eczema in infancy: filaggrin loss-of-function mutations enhanced by neonatal cat exposure.,https://doi.org/10.1371/journal.pmed.0050131,18578563,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.55, Weighted sum of stars: 5.0,Good,08 Jul 2008,Bisgaard H et al.,Interesting Hypothesis
Gene-environment interaction in the onset of eczema in infancy: filaggrin loss-of-function mutations enhanced by neonatal cat exposure.,https://doi.org/10.1371/journal.pmed.0050131,18578563,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.55, Weighted sum of stars: 5.0,Good,08 Jul 2008,Bisgaard H et al.,New Finding
SLC2A9 is a high-capacity urate transporter in humans.,https://doi.org/10.1371/journal.pmed.0050197,18842065,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.83, Weighted sum of stars: 2.0,Good,15 Oct 2008,Caulfield MJ et al.,Confirmation
SLC2A9 is a high-capacity urate transporter in humans.,https://doi.org/10.1371/journal.pmed.0050197,18842065,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.83, Weighted sum of stars: 2.0,Good,15 Oct 2008,Caulfield MJ et al.,New Finding
Pneumococcal serotypes and mortality following invasive pneumococcal disease: a population-based cohort study.,https://doi.org/10.1371/journal.pmed.1000081,19468297,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.73, Weighted sum of stars: 1.0,Good,02 Jun 2009,Harboe ZB et al.,Confirmation
Donor-derived brain tumor following neural stem cell transplantation in an ataxia telangiectasia patient.,https://doi.org/10.1371/journal.pmed.1000029,19226183,Score 23.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.86, Weighted sum of stars: 5.0,Very Good,26 Feb 2009,Amariglio N et al.,Confirmation
Donor-derived brain tumor following neural stem cell transplantation in an ataxia telangiectasia patient.,https://doi.org/10.1371/journal.pmed.1000029,19226183,Score 23.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.86, Weighted sum of stars: 5.0,Very Good,26 Feb 2009,Amariglio N et al.,Controversial
Neonatal thyroid function in Seveso 25 years after maternal exposure to dioxin.,https://doi.org/10.1371/journal.pmed.0050161,18666825,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.31, Weighted sum of stars: 4.0,Exceptional,05 Mar 2009,Baccarelli A et al.,Interesting Hypothesis
Emergence of azole resistance in Aspergillus fumigatus and spread of a single resistance mechanism.,https://doi.org/10.1371/journal.pmed.0050219,18998768,Score 28.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 16.45, Weighted sum of stars: 6.0,Good,27 Nov 2008,Snelders E et al.,Confirmation
Emergence of azole resistance in Aspergillus fumigatus and spread of a single resistance mechanism.,https://doi.org/10.1371/journal.pmed.0050219,18998768,Score 28.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 16.45, Weighted sum of stars: 6.0,Good,27 Nov 2008,Snelders E et al.,New Finding
