title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
Yeast heterochromatin regulators Sir2 and Sir3 act directly at euchromatic DNA replication origins.,https://doi.org/10.1371/journal.pgen.1007418,29795547,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.58, Weighted sum of stars: 2.0,Very Good,28-Aug-18,Hoggard TA et al.,New Finding,
Identification of a functional risk variant for pemphigus vulgaris in the ST18 gene.,https://doi.org/10.1371/journal.pgen.1006008,27148741,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.04, Weighted sum of stars: 3.0,Very Good,13-Sep-16,Vodo D et al.,New Finding,
High-throughput interaction screens illuminate the role of c-di-AMP in cyanobacterial nighttime survival.,https://doi.org/10.1371/journal.pgen.1007301,29608558,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.7, Weighted sum of stars: 1.0,Good,16-May-18,Rubin BE et al.,Interesting Hypothesis,
BAK1 is involved in AtRALF1-induced inhibition of root cell expansion.,https://doi.org/10.1371/journal.pgen.1007053,29028796,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 2.0,Very Good,25-Jul-18,Dressano K et al.,New Finding,
Identification of a functional risk variant for pemphigus vulgaris in the ST18 gene.,https://doi.org/10.1371/journal.pgen.1006008,27148741,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.04, Weighted sum of stars: 3.0,Very Good,13-Sep-16,Vodo D et al.,Novel Drug Target,
Krox20 hindbrain regulation incorporates multiple modes of cooperation between cis-acting elements.,https://doi.org/10.1371/journal.pgen.1006903,28749941,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.46, Weighted sum of stars: 2.0,Very Good,9-Aug-18,Thierion E et al.,New Finding,
High-throughput interaction screens illuminate the role of c-di-AMP in cyanobacterial nighttime survival.,https://doi.org/10.1371/journal.pgen.1007301,29608558,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.7, Weighted sum of stars: 1.0,Good,16-May-18,Rubin BE et al.,New Finding,
Human local adaptation of the TRPM8 cold receptor along a latitudinal cline.,https://doi.org/10.1371/journal.pgen.1007298,29723195,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 2.0,Very Good,10-May-18,Key FM et al.,Good for Teaching,
Human local adaptation of the TRPM8 cold receptor along a latitudinal cline.,https://doi.org/10.1371/journal.pgen.1007298,29723195,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 2.0,Very Good,10-May-18,Key FM et al.,Interesting Hypothesis,
Zfp423 regulates sonic hedgehog signaling via primary cilium function.,https://doi.org/10.1371/journal.pgen.1006357,27727273,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 1.0,Good,19-Jul-18,"Hong CJ, Hamilton BA",New Finding,
Human local adaptation of the TRPM8 cold receptor along a latitudinal cline.,https://doi.org/10.1371/journal.pgen.1007298,29723195,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 2.0,Very Good,10-May-18,Key FM et al.,New Finding,
Winner's Curse Correction and Variable Thresholding Improve Performance of Polygenic Risk Modeling Based on Genome-Wide Association Study Summary-Level Data.,https://doi.org/10.1371/journal.pgen.1006493,28036406,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.17, Weighted sum of stars: 1.0,Good,23-Apr-18,Shi J et al.,New Finding,
Telomere Length and the Cancer-Atherosclerosis Trade-Off.,https://doi.org/10.1371/journal.pgen.1006144,27386863,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.09, Weighted sum of stars: 2.0,Very Good,23-Apr-18,Stone RC et al.,Interesting Hypothesis,
A genomic overview of the population structure of Salmonella.,https://doi.org/10.1371/journal.pgen.1007261,29621240,Score 19.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 22.18, Weighted sum of stars: 4.0,Exceptional,16-Apr-18,Alikhan NF et al.,Good for Teaching,
A genomic overview of the population structure of Salmonella.,https://doi.org/10.1371/journal.pgen.1007261,29621240,Score 19.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 22.18, Weighted sum of stars: 4.0,Exceptional,16-Apr-18,Alikhan NF et al.,New Finding,
Identification of an elaborate NK-specific system regulating HLA-C expression.,https://doi.org/10.1371/journal.pgen.1007163,29329284,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.97, Weighted sum of stars: 4.0,Exceptional,16-Jul-18,Li H et al.,New Finding,
Genomic locus modulating corneal thickness in the mouse identifies POU6F2 as a potential risk of developing glaucoma.,https://doi.org/10.1371/journal.pgen.1007145,29370175,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,20-Jun-18,King R et al.,Good for Teaching,
Genomic locus modulating corneal thickness in the mouse identifies POU6F2 as a potential risk of developing glaucoma.,https://doi.org/10.1371/journal.pgen.1007145,29370175,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,20-Jun-18,King R et al.,Interesting Hypothesis,
Genomic locus modulating corneal thickness in the mouse identifies POU6F2 as a potential risk of developing glaucoma.,https://doi.org/10.1371/journal.pgen.1007145,29370175,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,20-Jun-18,King R et al.,New Finding,
A genomic overview of the population structure of Salmonella.,https://doi.org/10.1371/journal.pgen.1007261,29621240,Score 19.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 22.18, Weighted sum of stars: 4.0,Exceptional,16-Apr-18,Alikhan NF et al.,Technical Advance,
"Comprehensive analysis of central carbon metabolism illuminates connections between nutrient availability, growth rate, and cell morphology in Escherichia coli.",https://doi.org/10.1371/journal.pgen.1007205,29432413,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 2.0,Very Good,11-Apr-18,"Westfall CS, Levin PA",Good for Teaching,
"Comprehensive analysis of central carbon metabolism illuminates connections between nutrient availability, growth rate, and cell morphology in Escherichia coli.",https://doi.org/10.1371/journal.pgen.1007205,29432413,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 2.0,Very Good,11-Apr-18,"Westfall CS, Levin PA",Interesting Hypothesis,
MYB64 and MYB119 are required for cellularization and differentiation during female gametogenesis in Arabidopsis thaliana.,https://doi.org/10.1371/journal.pgen.1003783,24068955,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 1.0,Good,12-Jun-18,"Rabiger DS, Drews GN",New Finding,
"Comprehensive analysis of central carbon metabolism illuminates connections between nutrient availability, growth rate, and cell morphology in Escherichia coli.",https://doi.org/10.1371/journal.pgen.1007205,29432413,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 2.0,Very Good,11-Apr-18,"Westfall CS, Levin PA",New Finding,
The CSR-1 endogenous RNAi pathway ensures accurate transcriptional reprogramming during the oocyte-to-embryo transition in Caenorhabditis elegans.,https://doi.org/10.1371/journal.pgen.1007252,29579041,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.33, Weighted sum of stars: 1.0,Good,31-May-18,Fassnacht C et al.,New Finding,
Broken replication forks trigger heritable DNA breaks in the terminus of a circular chromosome.,https://doi.org/10.1371/journal.pgen.1007256,29522563,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.96, Weighted sum of stars: 2.0,Very Good,22-May-18,Sinha AK et al.,Interesting Hypothesis,
DAF-16 and TCER-1 Facilitate Adaptation to Germline Loss by Restoring Lipid Homeostasis and Repressing Reproductive Physiology in C. elegans.,https://doi.org/10.1371/journal.pgen.1005788,26862916,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 2.0,Very Good,28-Feb-18,Amrit FR et al.,New Finding,
TNFa/TNFR2 signaling is required for glial ensheathment at the dorsal root entry zone.,https://doi.org/10.1371/journal.pgen.1006712,28379965,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,26-Feb-18,Smith CJ et al.,Good for Teaching,
TNFa/TNFR2 signaling is required for glial ensheathment at the dorsal root entry zone.,https://doi.org/10.1371/journal.pgen.1006712,28379965,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,26-Feb-18,Smith CJ et al.,Interesting Hypothesis,
Broken replication forks trigger heritable DNA breaks in the terminus of a circular chromosome.,https://doi.org/10.1371/journal.pgen.1007256,29522563,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.96, Weighted sum of stars: 2.0,Very Good,22-May-18,Sinha AK et al.,New Finding,
A chromosome 5q31.1 locus associates with tuberculin skin test reactivity in HIV-positive individuals from tuberculosis hyper-endemic regions in east Africa.,https://doi.org/10.1371/journal.pgen.1006710,28628665,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.74, Weighted sum of stars: 4.0,Exceptional,21-May-18,Sobota RS et al.,Good for Teaching,
A chromosome 5q31.1 locus associates with tuberculin skin test reactivity in HIV-positive individuals from tuberculosis hyper-endemic regions in east Africa.,https://doi.org/10.1371/journal.pgen.1006710,28628665,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.74, Weighted sum of stars: 4.0,Exceptional,21-May-18,Sobota RS et al.,Interesting Hypothesis,
A chromosome 5q31.1 locus associates with tuberculin skin test reactivity in HIV-positive individuals from tuberculosis hyper-endemic regions in east Africa.,https://doi.org/10.1371/journal.pgen.1006710,28628665,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.74, Weighted sum of stars: 4.0,Exceptional,21-May-18,Sobota RS et al.,New Finding,
Microtubule-actin crosslinking factor 1 (Macf1) domain function in Balbiani body dissociation and nuclear positioning.,https://doi.org/10.1371/journal.pgen.1006983,28880872,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.91, Weighted sum of stars: 1.0,Good,11-Apr-18,Escobar-Aguirre M et al.,New Finding,
CDK activity provides temporal and quantitative cues for organizing genome duplication.,https://doi.org/10.1371/journal.pgen.1007214,29466359,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.22, Weighted sum of stars: 1.0,Good,10-Apr-18,Perrot A et al.,Interesting Hypothesis,
TNFa/TNFR2 signaling is required for glial ensheathment at the dorsal root entry zone.,https://doi.org/10.1371/journal.pgen.1006712,28379965,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,26-Feb-18,Smith CJ et al.,New Finding,
Wor1 establishes opaque cell fate through inhibition of the general co-repressor Tup1 in Candida albicans.,https://doi.org/10.1371/journal.pgen.1007176,29337983,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 4.0,Exceptional,22-Feb-18,Alkafeef SS et al.,Good for Teaching,
Wor1 establishes opaque cell fate through inhibition of the general co-repressor Tup1 in Candida albicans.,https://doi.org/10.1371/journal.pgen.1007176,29337983,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 4.0,Exceptional,22-Feb-18,Alkafeef SS et al.,Interesting Hypothesis,
CDK activity provides temporal and quantitative cues for organizing genome duplication.,https://doi.org/10.1371/journal.pgen.1007214,29466359,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.22, Weighted sum of stars: 1.0,Good,10-Apr-18,Perrot A et al.,New Finding,
Wor1 establishes opaque cell fate through inhibition of the general co-repressor Tup1 in Candida albicans.,https://doi.org/10.1371/journal.pgen.1007176,29337983,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 4.0,Exceptional,22-Feb-18,Alkafeef SS et al.,New Finding,
Flip/flop mating-type switching in the methylotrophic yeast Ogataea polymorpha is regulated by an Efg1-Rme1-Ste12 pathway.,https://doi.org/10.1371/journal.pgen.1007092,29176810,Score 27.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 6.0,Exceptional,20-Dec-17,Hanson SJ et al.,Good for Teaching,
Flip/flop mating-type switching in the methylotrophic yeast Ogataea polymorpha is regulated by an Efg1-Rme1-Ste12 pathway.,https://doi.org/10.1371/journal.pgen.1007092,29176810,Score 27.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 6.0,Exceptional,20-Dec-17,Hanson SJ et al.,Interesting Hypothesis,
MeCP2 recognizes cytosine methylated tri-nucleotide and di-nucleotide sequences to tune transcription in the mammalian brain.,https://doi.org/10.1371/journal.pgen.1006793,28498846,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.76, Weighted sum of stars: 2.0,Very Good,20-Mar-18,Lagger S et al.,Interesting Hypothesis,
Molecular identification of collagen 17a1 as a major genetic modifier of laminin gamma 2 mutation-induced junctional epidermolysis bullosa in mice.,https://doi.org/10.1371/journal.pgen.1004068,24550734,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.8, Weighted sum of stars: 4.0,Exceptional,28-Feb-18,Sproule TJ et al.,New Finding,
Flip/flop mating-type switching in the methylotrophic yeast Ogataea polymorpha is regulated by an Efg1-Rme1-Ste12 pathway.,https://doi.org/10.1371/journal.pgen.1007092,29176810,Score 27.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 6.0,Exceptional,20-Dec-17,Hanson SJ et al.,New Finding,
Genomic view of bipolar disorder revealed by whole genome sequencing in a genetic isolate.,https://doi.org/10.1371/journal.pgen.1004229,24625924,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.86, Weighted sum of stars: 2.0,Very Good,20-Dec-17,Georgi B et al.,Good for Teaching,
Genomic view of bipolar disorder revealed by whole genome sequencing in a genetic isolate.,https://doi.org/10.1371/journal.pgen.1004229,24625924,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.86, Weighted sum of stars: 2.0,Very Good,20-Dec-17,Georgi B et al.,Interesting Hypothesis,
Genomic view of bipolar disorder revealed by whole genome sequencing in a genetic isolate.,https://doi.org/10.1371/journal.pgen.1004229,24625924,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.86, Weighted sum of stars: 2.0,Very Good,20-Dec-17,Georgi B et al.,New Finding,
Identification of driving ALK fusion genes and genomic landscape of medullary thyroid cancer.,https://doi.org/10.1371/journal.pgen.1005467,26295973,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.87, Weighted sum of stars: 1.0,Good,18-Dec-17,Ji JH et al.,New Finding,
Deconstructing isolation-by-distance: The genomic consequences of limited dispersal.,https://doi.org/10.1371/journal.pgen.1006911,28771477,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.48, Weighted sum of stars: 1.0,Good,8-Nov-17,Aguillon SM et al.,Confirmation,
Deconstructing isolation-by-distance: The genomic consequences of limited dispersal.,https://doi.org/10.1371/journal.pgen.1006911,28771477,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.48, Weighted sum of stars: 1.0,Good,8-Nov-17,Aguillon SM et al.,Good for Teaching,
Deconstructing isolation-by-distance: The genomic consequences of limited dispersal.,https://doi.org/10.1371/journal.pgen.1006911,28771477,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.48, Weighted sum of stars: 1.0,Good,8-Nov-17,Aguillon SM et al.,New Finding,
The adiponectin receptor AdipoR2 and its Caenorhabditis elegans homolog PAQR-2 prevent membrane rigidification by exogenous saturated fatty acids.,https://doi.org/10.1371/journal.pgen.1007004,28886012,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.47, Weighted sum of stars: 2.0,Very Good,21-Nov-17,Devkota R et al.,New Finding,
Plant microRNAs in larval food regulate honeybee caste development.,https://doi.org/10.1371/journal.pgen.1006946,28859085,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 6.0,Very Good,28-Sep-17,Zhu K et al.,Good for Teaching,
"Self-fertility in Chromocrea spinulosa is a consequence of direct repeat-mediated loss of MAT1-2, subsequent imbalance of nuclei differing in mating type, and recognition between unlike nuclei in a common cytoplasm.",https://doi.org/10.1371/journal.pgen.1006981,28892488,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 1.0,Good,26-Oct-17,Yun SH et al.,New Finding,
T-DNA-genome junctions form early after infection and are influenced by the chromatin state of the host genome.,https://doi.org/10.1371/journal.pgen.1006875,28742090,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 1.0,Good,26-Oct-17,Shilo S et al.,Interesting Hypothesis,
Plant microRNAs in larval food regulate honeybee caste development.,https://doi.org/10.1371/journal.pgen.1006946,28859085,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 6.0,Very Good,28-Sep-17,Zhu K et al.,New Finding,
T-DNA-genome junctions form early after infection and are influenced by the chromatin state of the host genome.,https://doi.org/10.1371/journal.pgen.1006875,28742090,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 1.0,Good,26-Oct-17,Shilo S et al.,New Finding,
A highly specific phage defense system is a conserved feature of the Vibrio cholerae mobilome.,https://doi.org/10.1371/journal.pgen.1006838,28594826,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.68, Weighted sum of stars: 2.0,Very Good,16-Oct-17,O'Hara BJ et al.,Good for Teaching,
A highly specific phage defense system is a conserved feature of the Vibrio cholerae mobilome.,https://doi.org/10.1371/journal.pgen.1006838,28594826,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.68, Weighted sum of stars: 2.0,Very Good,16-Oct-17,O'Hara BJ et al.,Interesting Hypothesis,
A highly specific phage defense system is a conserved feature of the Vibrio cholerae mobilome.,https://doi.org/10.1371/journal.pgen.1006838,28594826,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.68, Weighted sum of stars: 2.0,Very Good,16-Oct-17,O'Hara BJ et al.,New Finding,
"Gene-environment interaction study for BMI reveals interactions between genetic factors and physical activity, alcohol consumption and socioeconomic status.",https://doi.org/10.1371/journal.pgen.1006977,28873402,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.32, Weighted sum of stars: 1.0,Good,9-Oct-17,Rask-Andersen M et al.,Good for Teaching,
Human intellectual disability genes form conserved functional modules in Drosophila.,https://doi.org/10.1371/journal.pgen.1003911,24204314,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.85, Weighted sum of stars: 2.0,Very Good,19-Nov-17,Oortveld MA et al.,Good for Teaching,
Direct Keap1-Nrf2 disruption as a potential therapeutic target for Alzheimer's disease.,https://doi.org/10.1371/journal.pgen.1006593,28253260,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.43, Weighted sum of stars: 1.0,Good,14-Nov-17,Kerr F et al.,New Finding,
"The bHLH transcription factor SPATULA enables cytokinin signaling, and both activate auxin biosynthesis and transport genes at the medial domain of the gynoecium.",https://doi.org/10.1371/journal.pgen.1006726,28388635,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.9, Weighted sum of stars: 1.0,Good,24-Aug-17,Reyes-Olalde JI et al.,New Finding,
"Gene-environment interaction study for BMI reveals interactions between genetic factors and physical activity, alcohol consumption and socioeconomic status.",https://doi.org/10.1371/journal.pgen.1006977,28873402,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.32, Weighted sum of stars: 1.0,Good,9-Oct-17,Rask-Andersen M et al.,New Finding,
The Drosophila Duox maturation factor is a key component of a positive feedback loop that sustains regeneration signaling.,https://doi.org/10.1371/journal.pgen.1006937,28753614,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 1.0,Good,22-Aug-17,Khan SJ et al.,New Finding,
Structural and Functional Recovery of Sensory Cilia in C. elegans IFT Mutants upon Aging.,https://doi.org/10.1371/journal.pgen.1006325,27906968,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,28-Sep-17,Cornils A et al.,New Finding,
Crosstalk between the tricarboxylic acid cycle and peptidoglycan synthesis in Caulobacter crescentus through the homeostatic control of α-ketoglutarate.,https://doi.org/10.1371/journal.pgen.1006978,28827812,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.65, Weighted sum of stars: 4.0,Exceptional,27-Sep-17,Irnov I et al.,Good for Teaching,
Crosstalk between the tricarboxylic acid cycle and peptidoglycan synthesis in Caulobacter crescentus through the homeostatic control of α-ketoglutarate.,https://doi.org/10.1371/journal.pgen.1006978,28827812,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.65, Weighted sum of stars: 4.0,Exceptional,27-Sep-17,Irnov I et al.,Interesting Hypothesis,
Crosstalk between the tricarboxylic acid cycle and peptidoglycan synthesis in Caulobacter crescentus through the homeostatic control of α-ketoglutarate.,https://doi.org/10.1371/journal.pgen.1006978,28827812,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.65, Weighted sum of stars: 4.0,Exceptional,27-Sep-17,Irnov I et al.,New Finding,
Long-Term Persistence of Bi-functionality Contributes to the Robustness of Microbial Life through Exaptation.,https://doi.org/10.1371/journal.pgen.1005836,26824644,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.48, Weighted sum of stars: 2.0,Very Good,18-Sep-17,Plach MG et al.,Interesting Hypothesis,
Nutrient-Dependent Endocycling in Steroidogenic Tissue Dictates Timing of Metamorphosis in Drosophila melanogaster.,https://doi.org/10.1371/journal.pgen.1006583,28121986,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.86, Weighted sum of stars: 1.0,Good,20-Aug-17,Ohhara Y et al.,New Finding,
Long-Term Persistence of Bi-functionality Contributes to the Robustness of Microbial Life through Exaptation.,https://doi.org/10.1371/journal.pgen.1005836,26824644,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.48, Weighted sum of stars: 2.0,Very Good,18-Sep-17,Plach MG et al.,New Finding,
Genetic analysis of the Candida albicans biofilm transcription factor network using simple and complex haploinsufficiency.,https://doi.org/10.1371/journal.pgen.1006948,28793308,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2, Weighted sum of stars: 1.0,Good,17-Sep-17,Glazier VE et al.,New Finding,
Dynamics of transcription factor binding site evolution.,https://doi.org/10.1371/journal.pgen.1005639,26545200,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.63, Weighted sum of stars: 2.0,Very Good,6-Sep-17,Tuğrul M et al.,Interesting Hypothesis,
"The transjugation machinery of Thermus thermophilus: Identification of TdtA, an ATPase involved in DNA donation.",https://doi.org/10.1371/journal.pgen.1006669,28282376,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 1.0,Good,20-Aug-17,Blesa A et al.,New Finding,
"Altered levels of mitochondrial DNA are associated with female age, aneuploidy, and provide an independent measure of embryonic implantation potential.",https://doi.org/10.1371/journal.pgen.1005241,26039092,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.94, Weighted sum of stars: 1.0,Good,17-Aug-17,Fragouli E et al.,New Finding,
The ancestral levels of transcription and the evolution of sexual phenotypes in filamentous fungi.,https://doi.org/10.1371/journal.pgen.1006867,28704372,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.35, Weighted sum of stars: 2.0,Very Good,10-Aug-17,Trail F et al.,New Finding,
Suspected Lynch syndrome associated MSH6 variants: A functional assay to determine their pathogenicity.,https://doi.org/10.1371/journal.pgen.1006765,28531214,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.56, Weighted sum of stars: 1.0,Good,18-Jul-17,Houlleberghs H et al.,Confirmation,
Suspected Lynch syndrome associated MSH6 variants: A functional assay to determine their pathogenicity.,https://doi.org/10.1371/journal.pgen.1006765,28531214,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.56, Weighted sum of stars: 1.0,Good,18-Jul-17,Houlleberghs H et al.,Good for Teaching,
Bicaudal C mutation causes myc and TOR pathway up-regulation and polycystic kidney disease-like phenotypes in Drosophila.,https://doi.org/10.1371/journal.pgen.1006694,28406902,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 1.0,Good,3-Aug-17,Gamberi C et al.,New Finding,
